index,gid,status,language,reviewer,dateText,rating,title,reviewText,suggestedResponse
167,taur:1005199656,ready,sv,C2285SJjessicab,"April 30, 2025",5.0 of 5 bubbles,"Bjöd med vänner som var i Stockholm över helgen. Jag hade inte varit där ännu men läst om utställningen och sett Tadaa på den omtalade utställningen i Reaktorhallen några år innan. Då magiskt men nu denna i Hötorget är en totalt omskakad upplevelse. Och vi blev kvar 1,5 timme. Att få lägga sig ner på stora kuddar och svepas iväg i cosmos till bild, konst, musik, puls. Tystnad och ljud på en gång. Fantastiskt. Vi pratar fortfarande om utställningen när vi hörs. Trots allt annat vi gjorde med andra gallerier, djurgården och Drottningholm så är det denna som satt djupast spår. Tack.","Bjöd med vänner som var i Stockholm över helgen. Jag hade inte varit där ännu men läst om utställningen och sett Tadaa på den omtalade utställningen i Reaktorhallen några år innan. Då magiskt men nu denna i Hötorget är en totalt omskakad upplevelse. Och vi blev kvar 1,5 timme. Att få lägga sig ner på stora kuddar och svepas iväg i cosmos till bild, konst, musik, puls. Tystnad och ljud på en gång. Fantastiskt. Vi pratar fortfarande om utställningen när vi hörs. Trots allt annat vi gjorde med andra gallerier, djurgården och Drottningholm så är det denna som satt djupast spår. Tack.","Tack för att du ville skriva om ditt besök. Fint att ljuset, musiken och rytmen fick bära upplevelsen för dig. Tack för att du kom."
168,taur:1005193262,ready,en,carlwR8992LQ,"April 30, 2025",5.0 of 5 bubbles,An amazing experience and escape from the hectic reality outside. The embracing and engulfing artwork brought tranquility to mind and body for an hour - just what I need ;),An amazing experience and escape from the hectic reality outside. The embracing and engulfing artwork brought tranquility to mind and body for an hour - just what I need ;),Thank you for taking the time to write. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for spending time with us.
169,taur:1005188102,ready,sv,Annika B,"April 30, 2025",5.0 of 5 bubbles,"En meditativt, vacker, avkopplande och helt unik upplevelse. Det var också ett vänligt och fint bemötande. Missa inte detta!","En meditativt, vacker, avkopplande och helt unik upplevelse. Det var också ett vänligt och fint bemötande. Missa inte detta!",Tack för att du ville skriva om ditt besök. Vi uppskattar också att du nämner bemötandet. Tack för att du delade stunden med oss.
170,taur:1004437990,ready,en,saim_ef2025,"April 26, 2025",5.0 of 5 bubbles,"Stunning, calming, a spa for the body and the brain!","Stunning, calming, a spa for the body and the brain!

Andetag (Breath), is an immersive art installation that combines art, technology, music and mindulness, in a lovely way. This space is an oasis in the middle of Stockholm city, where you get to experience the calm and relaxation, while your senses get connected to this beautiful installation. 200% recommended!","Thank you for taking the time to write. It is lovely to hear that the light, music and rhythm came together for you. Thank you for spending time with us."
171,taur:1000843689,ready,en,kimbV8010GK,"April 2, 2025",5.0 of 5 bubbles,I travel a lot. This experience - art - is one of the most moving experiences I’ve ever had in my life. This is a must if you are in Stockholm. I wish it was in every city. Magical - remarkable - beautiful - no words can really describe it - you must experience it -,I travel a lot. This experience - art - is one of the most moving experiences I’ve ever had in my life. This is a must if you are in Stockholm. I wish it was in every city. Magical - remarkable - beautiful - no words can really describe it - you must experience it -,Thank you for taking the time to write. We are glad the experience found its way to you. Thank you for spending time with us.
172,taur:1000647993,ready,en,D4724FMbobs,"April 1, 2025",5.0 of 5 bubbles,"A perfect place to see art and become art and to have an experience. It is so well crafted and takes your breath away, until you breathe again of course.","A perfect place to see art and become art and to have an experience. It is so well crafted and takes your breath away, until you breathe again of course.",Thank you for these generous words. We are glad the experience found its way to you. Thank you for spending time with us.
173,taur:1000349644,ready,sv,171elisabete,"March 30, 2025",5.0 of 5 bubbles,"Magiskt, förunderligt, underbart. Jag skulle vilja ha en dos av den här utställningen varje vecka. Att köpa säsongkort är en bra idé.","Magiskt, förunderligt, underbart. Jag skulle vilja ha en dos av den här utställningen varje vecka. Att köpa säsongkort är en bra idé.",Tack för dina ord och för att du delade upplevelsen. Fint att upplevelsen fick landa hos dig. Tack för att du delade stunden med oss.
174,taur:1000003297,ready,sv,Frida W,"March 27, 2025",5.0 of 5 bubbles,En mycket speciell stund att ge sig själv för eftertanke för att finna lite lugn och utforska sina tankar. Väl värt ett besök.,En mycket speciell stund att ge sig själv för eftertanke för att finna lite lugn och utforska sina tankar. Väl värt ett besök.,Tack för att du tog dig tid att skriva. Det betyder mycket att platsen fick bli ett lugnt avbrott mitt i stadens tempo. Varmt tack för besöket.
175,taur:999975371,ready,en,conorf160,"March 27, 2025",5.0 of 5 bubbles,"The technical mastery behind this is astonishing. And the atmosphere is a powerful combination of grounding and inspiring. I lay for almost an hour in the inner room and allowed the sensations to wash over me, take me in, carry me along, and gently put me down when it was time to go.","The technical mastery behind this is astonishing. And the atmosphere is a powerful combination of grounding and inspiring. I lay for almost an hour in the inner room and allowed the sensations to wash over me, take me in, carry me along, and gently put me down when it was time to go.",Thank you for taking the time to write. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for spending time with us.
176,taur:999958446,ready,en,almeling,"March 27, 2025",5.0 of 5 bubbles,Beautiful and precious. Highly recommended! The art is fantastic but the experience is deeper than that. Its a journey within as well.,Beautiful and precious. Highly recommended! The art is fantastic but the experience is deeper than that. Its a journey within as well.,Thank you for taking the time to write. We are glad the experience found its way to you. Thank you for being with the work.
177,taur:999940891,ready,en,Johdah3,"March 26, 2025",5.0 of 5 bubbles,Fantastic exhibition. Or perhaps better called ”experience”. Difficult to define as it’s a very different thing. I was there for just an hour and it made me mesmerized and calm.,Fantastic exhibition. Or perhaps better called ”experience”. Difficult to define as it’s a very different thing. I was there for just an hour and it made me mesmerized and calm.,Thank you for sharing your experience with us. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for visiting.
178,taur:999937232,ready,en,PetterWallberg,"March 26, 2025",5.0 of 5 bubbles,This experience completely shifted my day.,"This experience completely shifted my day.

I stepped in from the chaos of the subway and left in stillness—feeling grounded, grateful, and present. It’s hard to put into words, but something subtle and powerful happens here.

A must.",Thank you for taking the time to write. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for spending time with us.
179,taur:999934844,ready,en,Annelie1337,"March 26, 2025",5.0 of 5 bubbles,In the guest book both me and my friend started with wow. After having laid on the flow watching the combinations of pieces on the last room transform to the beats of breath. It’s difficult to express in words or images. Experience it instead.,In the guest book both me and my friend started with wow. After having laid on the flow watching the combinations of pieces on the last room transform to the beats of breath. It’s difficult to express in words or images. Experience it instead.,Thank you for these generous words. We are glad the final room gave you time to settle and stay a while. Thank you for spending time with us.
180,taur:999340063,ready,en,ninapK6669VQ,"March 23, 2025",5.0 of 5 bubbles,An amazing art experience. With the woven fabric wall installments that lights up in fantastic colors. And the sound of the artists own breath made it to a very relaxing and almost a spiritual moment.,An amazing art experience. With the woven fabric wall installments that lights up in fantastic colors. And the sound of the artists own breath made it to a very relaxing and almost a spiritual moment.,"Thank you for taking the time to write. It is lovely to hear that the woven works, light and music came together for you. Thank you for spending time with us."
181,taur:998810642,ready,sv,yvonnebF9812JG,"March 19, 2025",5.0 of 5 bubbles,Ifrån stressen i tunnelbanan kom jag in i ett underbart lugn. Vackert och rogivande på Andas. Tiden blir oviktig - bara andas.,Ifrån stressen i tunnelbanan kom jag in i ett underbart lugn. Vackert och rogivande på Andas. Tiden blir oviktig - bara andas.,Tack för dina ord och för att du delade upplevelsen. Det betyder mycket att platsen fick bli ett lugnt avbrott mitt i stadens tempo. Varmt tack för besöket.
182,taur:998688229,ready,sv,linush370,"Mar 18, 2025",5.0 of 5 bubbles,Häftig känsla att stiga in i den här lugnande oasen mitt bland stadens buller. Det är en imponerande teknik som har använts för att blåsa liv i verken. Jag kan starkt rekommendera ett besök!,Häftig känsla att stiga in i den här lugnande oasen mitt bland stadens buller. Det är en imponerande teknik som har använts för att blåsa liv i verken. Jag kan starkt rekommendera ett besök!,Tack för dina ord och för att du delade upplevelsen. Det betyder mycket att platsen fick bli ett lugnt avbrott mitt i stadens tempo. Varmt tack för besöket.
183,taur:998578213,ready,en,556mandyd,"Mar 17, 2025",5.0 of 5 bubbles,"Extraordinary art experience, it’s hard to understand how such a quiet place can be found in the middle of the metro. Can’t recommend it enough! Must see at least once.","Extraordinary art experience, it’s hard to understand how such a quiet place can be found in the middle of the metro. Can’t recommend it enough! Must see at least once.",Thank you for these generous words. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for being with the work.
184,taur:998138806,ready,en,MiniPaprika,"Mar 14, 2025",5.0 of 5 bubbles,"THIS is something else. Hard to describe - it’s a MUST experience thing!! What I feel is unique is that this art gently INVITES you to feel and explore yourself in a different way. Whilst a lot of art created in the world is triggering you into an emotion, this one just opens the possibility for you to go deeper, chose is yours!","THIS is something else. Hard to describe - it’s a MUST experience thing!! What I feel is unique is that this art gently INVITES you to feel and explore yourself in a different way. Whilst a lot of art created in the world is triggering you into an emotion, this one just opens the possibility for you to go deeper, chose is yours!

I will definitely come back again!",Thank you for sharing your experience with us. We are glad the experience found its way to you. Thank you for being with the work.
185,taur:998130291,ready,en,gabrielad810,"Mar 14, 2025",5.0 of 5 bubbles,"Immersive. Mesmerizing. Uplifting! Andetag invites you to checkin with your innerself through art, breath and technology. If you re looking for some unusual culture and unique personal adventure do not hesitate longer!","Immersive. Mesmerizing. Uplifting! Andetag invites you to checkin with your innerself through art, breath and technology. If you re looking for some unusual culture and unique personal adventure do not hesitate longer!",Thank you for these generous words. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for visiting.
186,taur:998115415,ready,en,R2737WEmariac,"Mar 14, 2025",5.0 of 5 bubbles,"Beautiful space and art, an oasis of grounded calm in the busy city center.","Beautiful space and art, an oasis of grounded calm in the busy city center.

Fascinating tech and interconnectivity with all art pieces.",Thank you for taking the time to write. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for spending time with us.
187,taur:998106239,ready,en,viktora513,"Mar 14, 2025",5.0 of 5 bubbles,"Words can’t describe how amazing this experience is. The art is big and breathtaking, literally.","Words can’t describe how amazing this experience is. The art is big and breathtaking, literally.

Don’t miss this if you’re in Stockholm, and have anything interest in art.

It’s meditative, relaxing, inspiring and just amazing. We will definitely come back.",Thank you for sharing your experience with us. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for visiting.
